,branch_lengths,dist,rep,quint
0,0.04049809646062283,14.493562776854624,248,1
1,0.04204236322033902,25.592495468740772,248,2
2,0.04217484707417584,35.88688920967745,248,3
3,0.04074551444800743,52.54620405888262,248,4
4,0.04076911728479857,86.40430315946921,248,5
0,0.04165928368589753,14.493562776854624,249,1
1,0.04095769651855249,25.592495468740772,249,2
2,0.04188040948260086,35.88688920967745,249,3
3,0.04122412188731119,52.54620405888262,249,4
4,0.040508149413919385,86.40430315946921,249,5
0,0.04076302685897439,14.493562776854624,250,1
1,0.041169907590471885,25.592495468740772,250,2
2,0.040806877724359064,35.88688920967745,250,3
3,0.04138484429225841,52.54620405888262,250,4
4,0.04210517527930416,86.40430315946921,250,5
0,0.040947851538461595,14.493562776854624,251,1
1,0.04074016709574003,25.592495468740772,251,2
2,0.04062270944139194,35.88688920967745,251,3
3,0.04163607645900134,52.54620405888262,251,4
4,0.042282945476190575,86.40430315946921,251,5
0,0.04138210188186814,14.493562776854624,252,1
1,0.04119289531836939,25.592495468740772,252,2
2,0.04039761130494508,35.88688920967745,252,3
3,0.04160540313788378,52.54620405888262,252,4
4,0.04165193161630041,86.40430315946921,252,5
0,0.04050122784340667,14.493562776854624,253,1
1,0.04138701814475501,25.592495468740772,253,2
2,0.042260866515567944,35.88688920967745,253,3
3,0.04148548521300959,52.54620405888262,253,4
4,0.0405953795192308,86.40430315946921,253,5
0,0.04153090108058624,14.493562776854624,254,1
1,0.04048014799816774,25.592495468740772,254,2
2,0.04058837017857149,35.88688920967745,254,3
3,0.042035213760879576,52.54620405888262,254,4
4,0.04159518069139201,86.40430315946921,254,5
0,0.04200657864926742,14.493562776854624,255,1
1,0.04160125049015124,25.592495468740772,255,2
2,0.04064626688644693,35.88688920967745,255,3
3,0.04092660212551544,52.54620405888262,255,4
4,0.04104912127747265,86.40430315946921,255,5
0,0.04073728417582427,14.493562776854624,256,1
1,0.04221149541456725,25.592495468740772,256,2
2,0.04129345473443226,35.88688920967745,256,3
3,0.04185786180027492,52.54620405888262,256,4
4,0.04013042912087912,86.40430315946921,256,5
0,0.040742271401098956,14.493562776854624,257,1
1,0.040639328066880434,25.592495468740772,257,2
2,0.04013854381868152,35.88688920967745,257,3
3,0.0420821618185983,52.54620405888262,257,4
4,0.04262760298534803,86.40430315946921,257,5
0,0.04150384282967046,14.493562776854624,258,1
1,0.0409743767292717,25.592495468740772,258,2
2,0.04089365230311366,35.88688920967745,258,3
3,0.042101215080165004,52.54620405888262,258,4
4,0.040756983282967015,86.40430315946921,258,5
0,0.04147666336996348,14.493562776854624,259,1
1,0.04133350164452594,25.592495468740772,259,2
2,0.04233543683150191,35.88688920967745,259,3
3,0.041123590723774646,52.54620405888262,259,4
4,0.03996059445970706,86.40430315946921,259,5
0,0.04078875248626372,14.493562776854624,260,1
1,0.04177994382959249,25.592495468740772,260,2
2,0.04095553163919423,35.88688920967745,260,3
3,0.04166555939990847,52.54620405888262,260,4
4,0.0410404522435898,86.40430315946921,260,5
0,0.04160164790750924,14.493562776854624,261,1
1,0.039818206463582334,25.592495468740772,261,2
2,0.042239688704212526,35.88688920967745,261,3
3,0.04073519212093455,52.54620405888262,261,4
4,0.04183418017857149,86.40430315946921,261,5
0,0.04081678864468874,14.493562776854624,262,1
1,0.04190803266605592,25.592495468740772,262,2
2,0.04094517151098905,35.88688920967745,262,3
3,0.040460863078332694,52.54620405888262,262,4
4,0.04209889074633704,86.40430315946921,262,5
0,0.04159442673076932,14.493562776854624,263,1
1,0.04177022718277604,25.592495468740772,263,2
2,0.041251677509157675,35.88688920967745,263,3
3,0.04083214555199271,52.54620405888262,263,4
4,0.04078137657509163,86.40430315946921,263,5
0,0.041498473342490884,14.493562776854624,264,1
1,0.04108317081997254,25.592495468740772,264,2
2,0.04128674035256421,35.88688920967745,264,3
3,0.040176756092533315,52.54620405888262,264,4
4,0.04218409826923084,86.40430315946921,264,5
0,0.04096473558608059,14.493562776854624,265,1
1,0.04085265473660103,25.592495468740772,265,2
2,0.04198028337912102,35.88688920967745,265,3
3,0.04134133738433354,52.54620405888262,265,4
4,0.04109065547619062,86.40430315946921,265,5
0,0.040664966913919416,14.493562776854624,266,1
1,0.04157643562986718,25.592495468740772,266,2
2,0.04177349415293047,35.88688920967745,266,3
3,0.04096078075584069,52.54620405888262,266,4
4,0.041254146263736434,86.40430315946921,266,5
0,0.03998935586538465,14.493562776854624,267,1
1,0.04234099900137428,25.592495468740772,267,2
2,0.04168842322344328,35.88688920967745,267,3
3,0.04108079867613382,52.54620405888262,267,4
4,0.0411306519780221,86.40430315946921,267,5
0,0.041396701836080595,14.493562776854624,268,1
1,0.04208911175446646,25.592495468740772,268,2
2,0.04053566243131884,35.88688920967745,268,3
3,0.041332459358680795,52.54620405888262,268,4
4,0.04087629326007323,86.40430315946921,268,5
0,0.04144739709706965,14.493562776854624,269,1
1,0.04162846013742563,25.592495468740772,269,2
2,0.0407486903708792,35.88688920967745,269,3
3,0.04197173492899686,52.54620405888262,269,4
4,0.040434027893773,86.40430315946921,269,5
0,0.041409402843406634,14.493562776854624,270,1
1,0.0405526956481906,25.592495468740772,270,2
2,0.04212580655677663,35.88688920967745,270,3
3,0.04067780556573531,52.54620405888262,270,4
4,0.04146351478937739,86.40430315946921,270,5
0,0.04001367607600741,14.493562776854624,271,1
1,0.04126275836921675,25.592495468740772,271,2
2,0.041692976891025746,35.88688920967745,271,3
3,0.04112742463582226,52.54620405888262,271,4
4,0.042132920421245494,86.40430315946921,271,5
0,0.04019654538003669,14.493562776854624,272,1
1,0.041728927787448446,25.592495468740772,272,2
2,0.04218696370879136,35.88688920967745,272,3
3,0.040736506820888696,52.54620405888262,272,4
4,0.041380847152014774,86.40430315946921,272,5
0,0.04080637668956049,14.493562776854624,273,1
1,0.04236649764086131,25.592495468740772,273,2
2,0.04084818388278399,35.88688920967745,273,3
3,0.04147344934493821,52.54620405888262,273,4
4,0.040735912646520156,86.40430315946921,273,5
0,0.041117857586996424,14.493562776854624,274,1
1,0.04131116827759965,25.592495468740772,274,2
2,0.040722740865384695,35.88688920967745,274,3
3,0.04260911226294098,52.54620405888262,274,4
4,0.040469577994505575,86.40430315946921,274,5
0,0.04093507499542129,14.493562776854624,275,1
1,0.04138210051305553,25.592495468740772,275,2
2,0.04138510493589757,35.88688920967745,275,3
3,0.041463121580394016,52.54620405888262,275,4
4,0.041064562719780213,86.40430315946921,275,5
0,0.041563317577838856,14.493562776854624,276,1
1,0.0408898458955567,25.592495468740772,276,2
2,0.04235406715659354,35.88688920967745,276,3
3,0.04064358206138348,52.54620405888262,276,4
4,0.04077855141483518,86.40430315946921,276,5
0,0.04052691771062272,14.493562776854624,277,1
1,0.0398842306550619,25.592495468740772,277,2
2,0.04168688103937733,35.88688920967745,277,3
3,0.043015849230417,52.54620405888262,277,4
4,0.04111611122710634,86.40430315946921,277,5
0,0.04119695930402926,14.493562776854624,278,1
1,0.0407841863536419,25.592495468740772,278,2
2,0.0417311447664836,35.88688920967745,278,3
3,0.041290678181401905,52.54620405888262,278,4
4,0.04122664341117225,86.40430315946921,278,5
0,0.041652189253663124,14.493562776854624,279,1
1,0.041405866646816315,25.592495468740772,279,2
2,0.04157501132326012,35.88688920967745,279,3
3,0.040565287920293194,52.54620405888262,279,4
4,0.04103120938644704,86.40430315946921,279,5
0,0.04212247875915759,14.493562776854624,280,1
1,0.041975027943197483,25.592495468740772,280,2
2,0.04004254181776567,35.88688920967745,280,3
3,0.04165669592304171,52.54620405888262,280,4
4,0.04043358042124548,86.40430315946921,280,5
0,0.04239422429945073,14.493562776854624,281,1
1,0.04090757875400827,25.592495468740772,281,2
2,0.04096787037545796,35.88688920967745,281,3
3,0.0405471092166743,52.54620405888262,281,4
4,0.041412545407509306,86.40430315946921,281,5
0,0.041035727518315156,14.493562776854624,282,1
1,0.04214839213467714,25.592495468740772,282,2
2,0.04122686120421252,35.88688920967745,282,3
3,0.04061764972514896,52.54620405888262,282,4
4,0.04120129790750919,86.40430315946921,282,5
0,0.042020789189560495,14.493562776854624,283,1
1,0.04170945750801649,25.592495468740772,283,2
2,0.0412488888324177,35.88688920967745,283,3
3,0.039992896436097124,52.54620405888262,283,4
4,0.04125740948717962,86.40430315946921,283,5
0,0.040433130686813236,14.493562776854624,284,1
1,0.04155611423728825,25.592495468740772,284,2
2,0.042071976515567794,35.88688920967745,284,3
3,0.040552947352267554,52.54620405888262,284,4
4,0.04161545888278399,86.40430315946921,284,5
0,0.04169055797619059,14.493562776854624,285,1
1,0.040197876985799436,25.592495468740772,285,2
2,0.040784044954212596,35.88688920967745,285,3
3,0.04203939945487861,52.54620405888262,285,4
4,0.04151780701007329,86.40430315946921,285,5
0,0.04183502759157512,14.493562776854624,286,1
1,0.04035387466330742,25.592495468740772,286,2
2,0.04154075361721624,35.88688920967745,286,3
3,0.04082431287219428,52.54620405888262,286,4
4,0.04167523270604407,86.40430315946921,286,5
0,0.042671154267399376,14.493562776854624,287,1
1,0.04055108065506188,25.592495468740772,287,2
2,0.041115666314102677,35.88688920967745,287,3
3,0.041015505355016066,52.54620405888262,287,4
4,0.04087597269688655,86.40430315946921,287,5
0,0.04159685986263749,14.493562776854624,288,1
1,0.041938535959688654,25.592495468740772,288,2
2,0.04142671493131872,35.88688920967745,288,3
3,0.0403365657627119,52.54620405888262,288,4
4,0.04093102718406595,86.40430315946921,288,5
0,0.040680289871794915,14.493562776854624,289,1
1,0.0416294078836464,25.592495468740772,289,2
2,0.04129401478937736,35.88688920967745,289,3
3,0.0414252180439763,52.54620405888262,289,4
4,0.041201130036630125,86.40430315946921,289,5
0,0.04200459244047616,14.493562776854624,290,1
1,0.04112749371049021,25.592495468740772,290,2
2,0.040568452092491,35.88688920967745,290,3
3,0.04147508807146132,52.54620405888262,290,4
4,0.0410542273305862,86.40430315946921,290,5
0,0.04143406273809535,14.493562776854624,291,1
1,0.04172654787448472,25.592495468740772,291,2
2,0.04142678168498175,35.88688920967745,291,3
3,0.04059358229042604,52.54620405888262,291,4
4,0.04104874972985359,86.40430315946921,291,5
0,0.041855295293040384,14.493562776854624,292,1
1,0.04172428950984885,25.592495468740772,292,2
2,0.040193803072344395,35.88688920967745,292,3
3,0.04021076382043068,52.54620405888262,292,4
4,0.04224539630494512,86.40430315946921,292,5
0,0.04193017743131876,14.493562776854624,293,1
1,0.042042123366926344,25.592495468740772,293,2
2,0.041138098063186836,35.88688920967745,293,3
3,0.04023791961520846,52.54620405888262,293,4
4,0.04088138748626381,86.40430315946921,293,5
0,0.03975716531135538,14.493562776854624,294,1
1,0.04189414043976185,25.592495468740772,294,2
2,0.04212099861263742,35.88688920967745,294,3
3,0.040709001786532355,52.54620405888262,294,4
4,0.04174854775183156,86.40430315946921,294,5
0,0.04131393311813192,14.493562776854624,295,1
1,0.03976073621163546,25.592495468740772,295,2
2,0.041028709913003676,35.88688920967745,295,3
3,0.042679754516720174,52.54620405888262,295,4
4,0.041446645668498296,86.40430315946921,295,5
0,0.040695397820512846,14.493562776854624,296,1
1,0.041555453307375326,25.592495468740772,296,2
2,0.04079432971611725,35.88688920967745,296,3
3,0.04180823381126902,52.54620405888262,296,4
4,0.04137678748168499,86.40430315946921,296,5
0,0.04073700207875454,14.493562776854624,297,1
1,0.041713986262024785,25.592495468740772,297,2
2,0.04179258113095246,35.88688920967745,297,3
3,0.04011433316994971,52.54620405888262,297,4
4,0.04187159648809538,86.40430315946921,297,5
0,0.041646600132783956,14.493562776854624,298,1
1,0.04053430650939083,25.592495468740772,298,2
2,0.04114467697344333,35.88688920967745,298,3
3,0.041917207540082504,52.54620405888262,298,4
4,0.04098699331959714,86.40430315946921,298,5
0,0.04102783542582433,14.493562776854624,299,1
1,0.04024542240036654,25.592495468740772,299,2
2,0.04124195158882791,35.88688920967745,299,3
3,0.04173983195602377,52.54620405888262,299,4
4,0.041974529615384726,86.40430315946921,299,5
0,0.04119365040750916,14.493562776854624,300,1
1,0.04097344668804401,25.592495468740772,300,2
2,0.041216616675824345,35.88688920967745,300,3
3,0.0404105680577188,52.54620405888262,300,4
4,0.04243501386446894,86.40430315946921,300,5
0,0.04163032685897443,14.493562776854624,301,1
1,0.04095082726523141,25.592495468740772,301,2
2,0.042446736094322444,35.88688920967745,301,3
3,0.04148658885478702,52.54620405888262,301,4
4,0.03971529894688656,86.40430315946921,301,5
0,0.04037962423992678,14.493562776854624,302,1
1,0.04141139369216692,25.592495468740772,302,2
2,0.04083273076923087,35.88688920967745,302,3
3,0.04234069437471371,52.54620405888262,302,4
4,0.04126593690018321,86.40430315946921,302,5
0,0.041809288218864545,14.493562776854624,303,1
1,0.04184519192395798,25.592495468740772,303,2
2,0.04076678032509166,35.88688920967745,303,3
3,0.04026284970682549,52.54620405888262,303,4
4,0.04154551703296707,86.40430315946921,303,5
0,0.04063496415750923,14.493562776854624,304,1
1,0.042133579225836125,25.592495468740772,304,2
2,0.03968430994505499,35.88688920967745,304,3
3,0.04147638937242329,52.54620405888262,304,4
4,0.042301072202381024,86.40430315946921,304,5
0,0.04133017173534811,14.493562776854624,305,1
1,0.04092492284929002,25.592495468740772,305,2
2,0.041644140265567835,35.88688920967745,305,3
3,0.04163071788364645,52.54620405888262,305,4
4,0.04069987941849822,86.40430315946921,305,5
0,0.04129000353937737,14.493562776854624,306,1
1,0.04082363727439309,25.592495468740772,306,2
2,0.04176574848901112,35.88688920967745,306,3
3,0.04130982304626657,52.54620405888262,306,4
4,0.041040426497252876,86.40430315946921,306,5
0,0.04172615006868141,14.493562776854624,307,1
1,0.041025736074209826,25.592495468740772,307,2
2,0.040952532133699725,35.88688920967745,307,3
3,0.04054157783783791,52.54620405888262,307,4
4,0.0419833835073261,86.40430315946921,307,5
0,0.04149456342032969,14.493562776854624,308,1
1,0.041792170705451236,25.592495468740772,308,2
2,0.041206783392857334,35.88688920967745,308,3
3,0.04096571017407241,52.54620405888262,308,4
4,0.040770697060439655,86.40430315946921,308,5
0,0.04089389980311353,14.493562776854624,309,1
1,0.04197382566651401,25.592495468740772,309,2
2,0.04111833980311368,35.88688920967745,309,3
3,0.04073836539624376,52.54620405888262,309,4
4,0.04150547316391953,86.40430315946921,309,5
0,0.04017977663919419,14.493562776854624,310,1
1,0.041242814841960684,25.592495468740772,310,2
2,0.040697021126373696,35.88688920967745,310,3
3,0.04214432312414114,52.54620405888262,310,4
4,0.04196627714285726,86.40430315946921,310,5
0,0.04156235175366308,14.493562776854624,311,1
1,0.042558797169033456,25.592495468740772,311,2
2,0.04059562920329687,35.88688920967745,311,3
3,0.04041306532753096,52.54620405888262,311,4
4,0.04110017927655683,86.40430315946921,311,5
0,0.040838661085165,14.493562776854624,312,1
1,0.041041047453046264,25.592495468740772,312,2
2,0.04095613426739931,35.88688920967745,312,3
3,0.04253975859367853,52.54620405888262,312,4
4,0.04085470015109899,86.40430315946921,312,5
0,0.04180021034798544,14.493562776854624,313,1
1,0.03973240036188731,25.592495468740772,313,2
2,0.041783925430402914,35.88688920967745,313,3
3,0.0418839551213927,52.54620405888262,313,4
4,0.04102891081501841,86.40430315946921,313,5
0,0.04059110553571439,14.493562776854624,314,1
1,0.04122405687127811,25.592495468740772,314,2
2,0.04119224646062278,35.88688920967745,314,3
3,0.041067661722400485,52.54620405888262,314,4
4,0.04215464071886453,86.40430315946921,314,5
0,0.04155332746337002,14.493562776854624,315,1
1,0.04006694682546956,25.592495468740772,315,2
2,0.04157719696886458,35.88688920967745,315,3
3,0.04108938601007785,52.54620405888262,315,4
4,0.041942334175824304,86.40430315946921,315,5
0,0.041487316501831656,14.493562776854624,316,1
1,0.04092074584058638,25.592495468740772,316,2
2,0.042178785238095345,35.88688920967745,316,3
3,0.040278474031149834,52.54620405888262,316,4
4,0.041363889468864525,86.40430315946921,316,5
0,0.040350300512820694,14.493562776854624,317,1
1,0.041575239129638064,25.592495468740772,317,2
2,0.041737157174908446,35.88688920967745,317,3
3,0.041242141369674884,52.54620405888262,317,4
4,0.04132511380952392,86.40430315946921,317,5
0,0.04183570786630042,14.493562776854624,318,1
1,0.04110709131012378,25.592495468740772,318,2
2,0.04118619157509167,35.88688920967745,318,3
3,0.040804101566651416,52.54620405888262,318,4
4,0.041296444757326155,86.40430315946921,318,5
0,0.04196854888278402,14.493562776854624,319,1
1,0.04089289180943662,25.592495468740772,319,2
2,0.0413813303846155,35.88688920967745,319,3
3,0.04049021876317003,52.54620405888262,319,4
4,0.04149630543956046,86.40430315946921,319,5
0,0.04138093061813194,14.493562776854624,320,1
1,0.040331104617498975,25.592495468740772,320,2
2,0.040911470512820604,35.88688920967745,320,3
3,0.041918466637654646,52.54620405888262,320,4
4,0.041687719624542145,86.40430315946921,320,5
0,0.04010292804029308,14.493562776854624,321,1
1,0.04169370543289062,25.592495468740772,321,2
2,0.04109608884157508,35.88688920967745,321,3
3,0.04027169731562082,52.54620405888262,321,4
4,0.04306514226648363,86.40430315946921,321,5
0,0.040892654111721674,14.493562776854624,322,1
1,0.041479545652771524,25.592495468740772,322,2
2,0.04168429301282057,35.88688920967745,322,3
3,0.041300606472743966,52.54620405888262,322,4
4,0.04087283570054956,86.40430315946921,322,5
0,0.041181647925824245,14.493562776854624,323,1
1,0.040515987004122817,25.592495468740772,323,2
2,0.04189060049450555,35.88688920967745,323,3
3,0.041154791465872705,52.54620405888262,323,4
4,0.041486400105311516,86.40430315946921,323,5
0,0.040748366199633755,14.493562776854624,324,1
1,0.04090200049931299,25.592495468740772,324,2
2,0.04176311259157507,35.88688920967745,324,3
3,0.04191378923957874,52.54620405888262,324,4
4,0.04090268273809531,86.40430315946921,324,5
0,0.04087195882326015,14.493562776854624,325,1
1,0.04029165228126443,25.592495468740772,325,2
2,0.04259833690934076,35.88688920967745,325,3
3,0.04058899429225839,52.54620405888262,325,4
4,0.04187812290750916,86.40430315946921,325,5
0,0.04137451593406595,14.493562776854624,326,1
1,0.04122726161246001,25.592495468740772,326,2
2,0.041609033145604414,35.88688920967745,326,3
3,0.04073202132844731,52.54620405888262,326,4
4,0.04128672707417583,86.40430315946921,326,5
0,0.04075954820512829,14.493562776854624,327,1
1,0.0417884773385249,25.592495468740772,327,2
2,0.04160291256410265,35.88688920967745,327,3
3,0.04058480609711415,52.54620405888262,327,4
4,0.041494004450549606,86.40430315946921,327,5
0,0.040737671478937885,14.493562776854624,328,1
1,0.04104444523133313,25.592495468740772,328,2
2,0.04212300008699636,35.88688920967745,328,3
3,0.04082316418689877,52.54620405888262,328,4
4,0.04150123613553119,86.40430315946921,328,5
0,0.04072917839743598,14.493562776854624,329,1
1,0.040492272230875044,25.592495468740772,329,2
2,0.04155221900183156,35.88688920967745,329,3
3,0.04145200807604214,52.54620405888262,329,4
4,0.04200387451923084,86.40430315946921,329,5
0,0.041367403988095394,14.493562776854624,330,1
1,0.04152541199267067,25.592495468740772,330,2
2,0.04091874563644695,35.88688920967745,330,3
3,0.04123157872194236,52.54620405888262,330,4
4,0.04118678400641029,86.40430315946921,330,5
0,0.04095493406135538,14.493562776854624,331,1
1,0.04095734057260655,25.592495468740772,331,2
2,0.04141157409340666,35.88688920967745,331,3
3,0.04201244902885947,52.54620405888262,331,4
4,0.04089372402472532,86.40430315946921,331,5
0,0.04104371426282049,14.493562776854624,332,1
1,0.04203755969766379,25.592495468740772,332,2
2,0.04040020763736264,35.88688920967745,332,3
3,0.04135311941365106,52.54620405888262,332,4
4,0.041395613484432464,86.40430315946921,332,5
0,0.040400962170329735,14.493562776854624,333,1
1,0.041920360050389516,25.592495468740772,333,2
2,0.04119091928571429,35.88688920967745,333,3
3,0.0413550429958773,52.54620405888262,333,4
4,0.04136287721153849,86.40430315946921,333,5
0,0.041251242078754746,14.493562776854624,334,1
1,0.04035563460833713,25.592495468740772,334,2
2,0.04215220864010995,35.88688920967745,334,3
3,0.04098233821804855,52.54620405888262,334,4
4,0.0414878510668499,86.40430315946921,334,5
0,0.04192601686813202,14.493562776854624,335,1
1,0.04099014189647283,25.592495468740772,335,2
2,0.04141213205128212,35.88688920967745,335,3
3,0.04144394133302803,52.54620405888262,335,4
4,0.040457544345238065,86.40430315946921,335,5
0,0.04162514358516489,14.493562776854624,336,1
1,0.04164391577645455,25.592495468740772,336,2
2,0.0420981372664836,35.88688920967745,336,3
3,0.04070992846083372,52.54620405888262,336,4
4,0.040152614665751006,86.40430315946921,336,5
0,0.04139037986263748,14.493562776854624,337,1
1,0.04118442024278519,25.592495468740772,337,2
2,0.04121054271520156,35.88688920967745,337,3
3,0.041496751891891955,52.54620405888262,337,4
4,0.04094779491758245,86.40430315946921,337,5
0,0.04073929294413921,14.493562776854624,338,1
1,0.041704650439761806,25.592495468740772,338,2
2,0.04081397660714305,35.88688920967745,338,3
3,0.04202917737975277,52.54620405888262,338,4
4,0.040943274244505515,86.40430315946921,338,5
0,0.04066723471153854,14.493562776854624,339,1
1,0.041514462441594194,25.592495468740772,339,2
2,0.041552270943223515,35.88688920967745,339,3
3,0.04217402810810821,52.54620405888262,339,4
4,0.040322354652014655,86.40430315946921,339,5
0,0.041806495924908434,14.493562776854624,340,1
1,0.04146378664223554,25.592495468740772,340,2
2,0.041081041323260147,35.88688920967745,340,3
3,0.04031015109482373,52.54620405888262,340,4
4,0.0415679992445056,86.40430315946921,340,5
0,0.04049801610347989,14.493562776854624,341,1
1,0.04188524100320664,25.592495468740772,341,2
2,0.04165748016941404,35.88688920967745,341,3
3,0.04094155384333491,52.54620405888262,341,4
4,0.04124766518772902,86.40430315946921,341,5
0,0.03972284309523815,14.493562776854624,342,1
1,0.04189723779202939,25.592495468740772,342,2
2,0.04069033343864465,35.88688920967745,342,3
3,0.04174867853412752,52.54620405888262,342,4
4,0.04217123850274735,86.40430315946921,342,5
0,0.04209076692307708,14.493562776854624,343,1
1,0.04123011674759506,25.592495468740772,343,2
2,0.04033253278846165,35.88688920967745,343,3
3,0.04149513533669259,52.54620405888262,343,4
4,0.0410813580173994,86.40430315946921,343,5
0,0.04144817173534802,14.493562776854624,344,1
1,0.04163948513055437,25.592495468740772,344,2
2,0.04051008839285728,35.88688920967745,344,3
3,0.04083125004122772,52.54620405888262,344,4
4,0.04180079797619052,86.40430315946921,344,5
0,0.04131307176739934,14.493562776854624,345,1
1,0.04143234656436102,25.592495468740772,345,2
2,0.040853435521978204,35.88688920967745,345,3
3,0.04120959127805771,52.54620405888262,345,4
4,0.04142142653388284,86.40430315946921,345,5
0,0.04129910185897439,14.493562776854624,346,1
1,0.040278649954191476,25.592495468740772,346,2
2,0.04094599201923089,35.88688920967745,346,3
3,0.04203487111314715,52.54620405888262,346,4
4,0.041671106346153966,86.40430315946921,346,5
0,0.041427440059523944,14.493562776854624,347,1
1,0.04061261247824105,25.592495468740772,347,2
2,0.04196253954212465,35.88688920967745,347,3
3,0.04042848404947324,52.54620405888262,347,4
4,0.04179806255036629,86.40430315946921,347,5
0,0.042644201085164854,14.493562776854624,348,1
1,0.04096635229042611,25.592495468740772,348,2
2,0.04069813477564113,35.88688920967745,348,3
3,0.04082229860742107,52.54620405888262,348,4
4,0.0410984942078755,86.40430315946921,348,5
0,0.04205548554945067,14.493562776854624,349,1
1,0.04161551573980769,25.592495468740772,349,2
2,0.040793119043040324,35.88688920967745,349,3
3,0.040103642895098525,52.54620405888262,349,4
4,0.04166168592032974,86.40430315946921,349,5
0,0.04104586370421256,14.493562776854624,350,1
1,0.04135617828218048,25.592495468740772,350,2
2,0.041085416098901165,35.88688920967745,350,3
3,0.0411000773614294,52.54620405888262,350,4
4,0.04164225119963372,86.40430315946921,350,5
0,0.04137247437728947,14.493562776854624,351,1
1,0.04040107972056803,25.592495468740772,351,2
2,0.040794615700549416,35.88688920967745,351,3
3,0.04119209500229054,52.54620405888262,351,4
4,0.04246912666208807,86.40430315946921,351,5
0,0.04100627087454222,14.493562776854624,352,1
1,0.04182200546037569,25.592495468740772,352,2
2,0.04171603001831509,35.88688920967745,352,3
3,0.041642527622537874,52.54620405888262,352,4
4,0.04004341433608062,86.40430315946921,352,5
0,0.041182473388278414,14.493562776854624,353,1
1,0.0420702148786075,25.592495468740772,353,2
2,0.04116834530677668,35.88688920967745,353,3
3,0.04081510411360526,52.54620405888262,353,4
4,0.04099384541666669,86.40430315946921,353,5
0,0.04097198134157523,14.493562776854624,354,1
1,0.042754685016033064,25.592495468740772,354,2
2,0.039871859963369886,35.88688920967745,354,3
3,0.0420149299587724,52.54620405888262,354,4
4,0.040617389597069696,86.40430315946921,354,5
0,0.04117175152472541,14.493562776854624,355,1
1,0.040243052368300565,25.592495468740772,355,2
2,0.0418725221153847,35.88688920967745,355,3
3,0.040858656935410076,52.54620405888262,355,4
4,0.04208318348901103,86.40430315946921,355,5
0,0.04213515641025651,14.493562776854624,356,1
1,0.040571327718735825,25.592495468740772,356,2
2,0.04240214383699646,35.88688920967745,356,3
3,0.04052654611543746,52.54620405888262,356,4
4,0.04059399059523814,86.40430315946921,356,5
0,0.0408405659752748,14.493562776854624,357,1
1,0.04130557573522677,25.592495468740772,357,2
2,0.04180969487637368,35.88688920967745,357,3
3,0.041677978213467866,52.54620405888262,357,4
4,0.04059621328296707,86.40430315946921,357,5
0,0.04161994282509171,14.493562776854624,358,1
1,0.04162918537333947,25.592495468740772,358,2
2,0.04110262416208797,35.88688920967745,358,3
3,0.0416091434035732,52.54620405888262,358,4
4,0.04026924897435898,86.40430315946921,358,5
0,0.04119529964285722,14.493562776854624,359,1
1,0.041194178451671996,25.592495468740772,359,2
2,0.04011955940476189,35.88688920967745,359,3
3,0.0416525129500689,52.54620405888262,359,4
4,0.04206841496794883,86.40430315946921,359,5
0,0.04097350252747262,14.493562776854624,360,1
1,0.04252454244617507,25.592495468740772,360,2
2,0.04101753439102568,35.88688920967745,360,3
3,0.0412394295923042,52.54620405888262,360,4
4,0.04047537646062285,86.40430315946921,360,5
0,0.04141858721153853,14.493562776854624,361,1
1,0.0410668731058177,25.592495468740772,361,2
2,0.04133244265109907,35.88688920967745,361,3
3,0.042193577595052725,52.54620405888262,361,4
4,0.04021867430402933,86.40430315946921,361,5
0,0.04240177036630041,14.493562776854624,362,1
1,0.04119061703618885,25.592495468740772,362,2
2,0.04139891750457886,35.88688920967745,362,3
3,0.039918051053595985,52.54620405888262,362,4
4,0.04131981365842497,86.40430315946921,362,5
0,0.042210037806776686,14.493562776854624,363,1
1,0.041693316944571714,25.592495468740772,363,2
2,0.04075457275183157,35.88688920967745,363,3
3,0.0415322475080166,52.54620405888262,363,4
4,0.04003996388278392,86.40430315946921,363,5
0,0.04182067063186816,14.493562776854624,364,1
1,0.039951237462208064,25.592495468740772,364,2
2,0.042403869175824185,35.88688920967745,364,3
3,0.040304694109024375,52.54620405888262,364,4
4,0.04174830779304041,86.40430315946921,364,5
0,0.04158625057234436,14.493562776854624,365,1
1,0.04159882572606525,25.592495468740772,365,2
2,0.040187636950549464,35.88688920967745,365,3
3,0.041978614306000965,52.54620405888262,365,4
4,0.04087897245421247,86.40430315946921,365,5
0,0.04047220332875464,14.493562776854624,366,1
1,0.03965344094365552,25.592495468740772,366,2
2,0.04303365001373635,35.88688920967745,366,3
3,0.04147578499770969,52.54620405888262,366,4
4,0.04159409974816859,86.40430315946921,366,5
0,0.041569084125458,14.493562776854624,367,1
1,0.0416516636601009,25.592495468740772,367,2
2,0.040747815256410344,35.88688920967745,367,3
3,0.04103849329821347,52.54620405888262,367,4
4,0.04122283740384622,86.40430315946921,367,5
0,0.04067506990384622,14.493562776854624,368,1
1,0.04096134517636296,25.592495468740772,368,2
2,0.041266819262820616,35.88688920967745,368,3
3,0.04259029619331204,52.54620405888262,368,4
4,0.04073675766025641,86.40430315946921,368,5
0,0.040515216684981814,14.493562776854624,369,1
1,0.04063145125515356,25.592495468740772,369,2
2,0.041757939963370044,35.88688920967745,369,3
